frame_idx,x1,y1,x2,y2
1,803,714,1071,966
1_aug00,293,141,557,349
1_aug01,474,737,723,988
2,802,698,1081,964
2_aug00,817,659,1062,917
2_aug01,364,713,630,986
3,833,770,1145,1058
3_aug00,319,783,617,1047
3_aug01,258,772,565,1051
9,797,786,1135,1064
9_aug00,144,751,512,1028
9_aug01,277,806,613,1064
10,687,400,1246,1029
10_aug00,697,348,1259,987
10_aug01,715,354,1295,1015
11,636,378,1222,1058
11_aug00,264,362,795,978
11_aug01,648,414,1260,1064
12,804,617,1206,1064
12_aug00,841,673,1259,1064
12_aug01,874,0,1316,455
13,883,633,1289,1063
13_aug00,882,1,1259,399
13_aug01,167,667,544,1049
14,789,475,1290,1047
14_aug00,879,408,1333,936
14_aug01,67,436,613,1049
15,712,369,1321,1036
15_aug00,91,286,747,1021
15_aug01,149,418,774,1064
16,639,305,1300,1022
16_aug00,605,62,1225,728
16_aug01,611,7,1310,765
18,584,265,1268,1024
18_aug00,625,58,1292,801
18_aug01,596,75,1268,824
19,541,245,1251,1053
19_aug00,450,266,1187,1048
19_aug01,582,213,1233,963
20,320,0,1251,1010
20_aug00,342,0,1279,983
20_aug01,370,0,1320,1016
21,68,0,1422,925
21_aug00,28,8,1409,932
21_aug01,14,37,1348,949
22,68,0,1416,1064
22_aug00,48,0,1440,1023
22_aug01,0,0,1426,1046
23,133,0,1134,1064
23_aug00,271,34,1337,1064
23_aug01,166,21,1223,1064
24,136,0,1134,1064
24_aug00,336,21,1338,1064
24_aug01,359,57,1193,1041
25,200,0,1210,1063
25_aug00,275,29,1282,1048
25_aug01,253,61,1148,1064
46,252,0,348,69
46_aug01,1160,108,1246,186
47,239,1,442,137
47_aug00,159,17,360,138
47_aug01,1012,77,1199,210
48,235,0,472,140
48_aug00,260,0,388,45
48_aug01,191,4,418,107
49,243,0,432,124
49_aug00,183,95,349,223
49_aug01,368,1029,453,1064
50,1231,219,1423,773
50_aug00,64,254,260,761
50_aug01,1238,259,1440,832
51,243,0,445,150
51_aug00,1050,942,1231,1040
51_aug01,359,37,527,123
52,241,0,454,149
52_aug00,158,36,379,210
52_aug01,316,33,450,95
53,268,0,746,171
53_aug00,744,19,1194,216
53_aug01,190,13,642,245
54,336,0,603,166
54_aug00,286,859,555,1058
54_aug01,910,0,1170,177
55,347,0,609,168
55_aug00,849,31,1124,213
55_aug01,305,0,571,163
56,342,0,524,108
56_aug00,332,908,512,1016
56_aug01,401,891,566,972
57,301,0,514,131
57_aug00,856,48,1031,130
57_aug01,880,1004,965,1064
58,309,0,439,50
58_aug00,159,17,293,88
59,309,0,437,36
59_aug00,991,100,1109,144
59_aug01,394,62,395,63
