frame_idx,x1,y1,x2,y2
0,1009,667,1294,1027
0_aug00,63,680,375,1070
0_aug01,43,571,323,988
1,963,688,1274,1058
1_aug00,1027,647,1352,1058
1_aug01,966,702,1261,1049
2,832,700,1210,1076
2_aug00,941,577,1310,1013
2_aug01,127,24,539,377
3,726,740,1090,1027
3_aug00,308,121,647,384
3_aug01,653,796,1016,1047
4,698,745,1055,1040
4_aug00,249,758,635,1080
4_aug01,700,88,1032,419
5,676,752,1039,1037
5_aug00,689,782,1065,1080
5_aug01,681,731,1014,992
6,632,782,981,1079
6_aug00,550,784,878,1033
6_aug01,408,722,733,1048
7,625,766,963,1024
7_aug00,396,673,681,950
7_aug01,663,715,956,992
8,612,770,930,1042
8_aug00,617,806,925,1047
8_aug01,398,833,741,1080
9,525,853,865,1080
9_aug00,477,857,853,1051
9_aug01,521,44,862,265
10,503,852,809,1080
10_aug00,365,813,700,1036
10_aug01,664,811,982,1022
11,485,880,885,1079
11_aug00,527,891,942,1080
11_aug01,580,837,1001,1039
12,473,934,798,1080
12_aug00,606,977,955,1080
12_aug01,457,968,808,1080
13,492,965,784,1079
13_aug00,480,2,789,113
13_aug01,562,82,820,198
14,515,983,807,1080
14_aug00,580,969,865,1070
14_aug01,463,966,734,1066
15,526,973,844,1080
15_aug00,576,1011,895,1080
15_aug01,568,906,875,1015
16,495,1002,800,1077
16_aug00,668,970,1000,1045
16_aug01,603,963,901,1049
19,359,963,699,1077
19_aug00,280,892,622,1041
19_aug01,628,933,970,1044
20,331,885,768,1080
20_aug00,554,894,964,1073
20_aug01,606,870,1040,1059
21,460,0,939,401
21_aug00,421,0,894,374
21_aug01,510,674,997,1066
22,485,6,754,446
22_aug00,515,53,753,482
22_aug01,440,9,675,478
23,357,98,978,667
23_aug00,457,154,1037,685
23_aug01,399,179,1034,661
24,332,431,911,1009
24_aug00,252,457,903,1036
24_aug01,307,420,907,1028
25,314,657,860,1080
25_aug00,371,648,888,1057
25_aug01,243,640,852,1048
26,318,741,845,1080
26_aug00,566,734,1127,1068
26_aug01,361,743,839,1080
27,350,759,899,1078
27_aug00,471,768,963,1067
27_aug01,304,808,865,1080
28,365,746,892,1080
28_aug00,349,87,842,384
28_aug01,365,773,940,1080
29,383,749,894,1080
29_aug00,477,712,979,1041
29_aug01,505,9,1099,300
30,384,718,904,1080
30_aug00,349,724,890,1070
30_aug01,438,737,1000,1080
31,436,700,917,1080
31_aug00,433,672,902,1050
31_aug01,508,0,1023,343
32,443,690,909,1080
32_aug00,386,731,874,1080
32_aug01,452,694,891,1080
33,448,672,913,1080
33_aug00,525,13,964,401
33_aug01,397,696,862,1059
34,447,667,917,1080
34_aug00,419,709,921,1080
34_aug01,459,609,947,1054
35,441,642,913,1080
35_aug00,395,660,882,1052
35_aug01,494,51,961,443
36,459,649,900,1076
36_aug00,419,638,882,1080
36_aug01,497,0,977,411
37,439,646,900,1072
37_aug00,380,709,898,1080
37_aug01,463,656,879,1066
38,413,657,852,1075
38_aug00,444,683,875,1080
38_aug01,473,643,909,1080
39,422,666,843,1059
39_aug00,520,600,917,1043
39_aug01,589,79,950,471
40,491,646,912,1053
40_aug00,562,632,947,1033
40_aug01,477,683,937,1080
41,494,643,907,1031
41_aug00,458,688,908,1080
41_aug01,567,646,984,1080
42,629,584,1030,958
42_aug00,585,615,987,958
42_aug01,340,101,744,535
43,710,569,1062,930
43_aug00,658,607,1054,989
43_aug01,306,600,645,918
44,717,561,1111,952
44_aug00,250,490,615,877
44_aug01,678,55,1108,429
45,696,569,1086,971
45_aug00,640,553,1010,908
45_aug01,323,587,689,966
46,667,590,1017,945
46_aug00,374,556,686,920
46_aug01,323,131,674,548
47,660,352,1339,1080
47_aug00,9,385,699,1080
47_aug01,679,390,1380,1048
