frame_idx,x1,y1,x2,y2
0,320,226,783,676
0_aug00,331,215,803,647
0_aug01,706,205,1149,653
1,485,641,891,996
1_aug00,476,667,914,1003
1_aug01,526,673,940,1010
2,488,727,859,1013
2_aug00,552,707,903,973
2_aug01,578,707,940,984
3,470,762,856,1032
3_aug00,552,807,949,1064
3_aug01,468,813,887,1064
4,471,758,841,1034
4_aug00,430,736,807,1049
4_aug01,491,770,894,1055
5,478,772,840,1032
5_aug00,553,0,924,244
5_aug01,548,742,908,994
6,250,387,657,806
6_aug00,847,397,1213,806
6_aug01,825,365,1261,833
7,485,769,863,1047
7_aug00,622,764,974,1042
7_aug01,513,809,922,1064
8,493,772,870,1042
8_aug00,462,735,817,997
8_aug01,490,793,877,1064
9,518,817,886,1064
9_aug00,448,824,849,1045
9_aug01,599,767,960,1014
10,545,906,877,1064
10_aug00,651,890,965,1037
10_aug01,584,847,897,994
11,553,924,843,1064
11_aug00,484,976,797,1064
11_aug01,538,943,849,1059
12,554,927,874,1064
12_aug00,577,925,906,1050
12_aug01,479,0,805,112
13,500,912,825,1064
13_aug00,601,32,923,171
13_aug01,596,887,894,1020
14,488,916,836,1064
14_aug00,523,938,854,1064
14_aug01,395,899,759,1036
15,452,902,824,1064
15_aug00,520,963,893,1064
15_aug01,605,866,954,1003
16,498,899,833,1064
16_aug00,573,867,890,1011
16_aug01,667,859,1004,1026
17,248,387,639,810
17_aug00,272,470,663,844
17_aug01,834,356,1252,805
18,570,891,868,1064
18_aug00,584,901,882,1064
18_aug01,632,871,927,1043
19,646,912,934,1061
19_aug00,497,17,796,153
19_aug01,670,909,972,1047
20,740,884,1028,1053
20_aug00,420,864,698,1030
20_aug01,703,870,989,1041
21,744,840,1032,1052
21_aug00,425,798,684,994
21_aug01,855,775,1115,982
22,718,822,1043,1061
22_aug00,791,767,1112,1012
22_aug01,849,810,1176,1064
23,701,849,1030,1061
23_aug00,457,75,766,276
23_aug01,695,827,992,1024
24,744,871,1045,1064
24_aug00,436,907,739,1064
24_aug01,660,826,942,987
25,751,874,1075,1064
25_aug00,373,63,694,229
25_aug01,893,788,1200,1002
26,811,833,1140,1046
26_aug00,882,772,1176,988
26_aug01,764,891,1098,1064
27,863,738,1196,1021
27_aug00,218,728,538,1017
27_aug01,942,725,1244,993
28,279,439,710,859
28_aug00,719,416,1180,849
28_aug01,715,446,1103,867
29,877,727,1214,1016
29_aug00,276,693,585,966
29_aug01,225,735,563,1015
30,899,729,1237,1021
30_aug00,904,728,1232,997
30_aug01,153,774,530,1064
31,899,718,1237,1018
31_aug00,908,692,1237,984
31_aug01,156,749,506,1062
32,899,719,1244,1018
32_aug00,94,686,451,1017
32_aug01,312,724,665,994
33,894,723,1260,1029
33_aug00,207,44,547,319
33_aug01,775,760,1160,1048
34,908,740,1254,1034
34_aug00,277,770,611,1038
34_aug01,312,771,673,1030
35,923,748,1293,1032
35_aug00,899,0,1275,275
35_aug01,69,699,445,998
36,908,726,1261,1035
36_aug00,178,775,565,1064
36_aug01,829,0,1181,278
37,898,718,1269,1038
37_aug00,246,0,634,301
37_aug01,852,54,1190,350
38,917,702,1294,1032
38_aug00,904,689,1274,1013
38_aug01,77,670,438,1011
39,304,447,747,881
39_aug00,241,160,678,651
39_aug01,288,469,742,921
40,955,727,1294,1025
40_aug00,870,747,1212,1022
40_aug01,0,654,352,1002
41,933,683,1293,1022
41_aug00,187,717,581,1037
41_aug01,933,645,1309,1009
42,863,646,1278,1025
42_aug00,789,631,1175,980
42_aug01,140,30,589,446
43,773,644,1247,1046
43_aug00,799,629,1260,1028
43_aug01,281,0,743,374
44,527,672,1145,1064
44_aug00,188,28,864,411
44_aug01,559,702,1211,1064
45,208,428,974,1054
45_aug00,467,445,1311,1064
45_aug01,391,450,1129,1010
46,360,470,1066,1042
46_aug00,440,446,1186,1064
46_aug01,329,443,1022,1015
47,239,675,741,1057
47_aug00,718,681,1225,1064
47_aug01,662,732,1151,1063
48,151,737,487,1027
48_aug00,158,766,476,1032
48_aug01,25,613,344,953
49,153,727,499,1035
49_aug00,254,758,606,987
49_aug01,201,762,552,1064
50,324,463,776,884
50_aug00,293,447,769,944
50_aug01,694,507,1156,906
51,229,784,604,1064
51_aug00,740,871,1147,1064
51_aug01,263,783,657,1036
52,378,945,759,1064
52_aug00,695,927,1069,1045
52_aug01,304,982,624,1064
53,384,967,696,1063
53_aug00,881,982,1177,1059
53_aug01,781,913,1075,1022
54,380,960,699,1064
54_aug00,845,0,1154,113
54_aug01,818,973,1116,1064
55,406,959,765,1064
55_aug00,516,977,886,1051
55_aug01,295,942,667,1064
56,437,956,794,1064
56_aug00,503,951,848,1045
56_aug01,785,923,1118,1063
57,470,945,827,1064
57_aug00,415,919,739,1044
57_aug01,614,47,940,152
58,466,937,833,1064
58_aug00,487,886,817,1011
58_aug01,508,901,850,1011
59,471,953,815,1064
59_aug00,725,992,1070,1064
59_aug01,604,911,920,1006
60,462,957,773,1064
60_aug00,717,999,1037,1064
60_aug01,397,911,696,1051
61,363,485,844,901
61_aug00,379,497,867,972
61_aug01,540,454,1087,875
62,588,943,869,1064
62_aug00,461,945,772,1054
62_aug01,650,984,935,1064
72,420,506,908,937
72_aug00,585,503,1090,989
72_aug01,482,552,1041,976
75,815,873,1235,1064
75_aug00,224,888,623,1064
75_aug01,97,797,510,1029
76,750,808,1181,1064
76_aug00,687,848,1162,1043
76_aug01,704,827,1148,1049
77,717,790,1167,1064
77_aug00,700,26,1113,265
77_aug01,698,798,1123,1050
78,694,765,1176,1064
78_aug00,595,773,1097,1039
78_aug01,716,736,1155,1061
79,669,697,1218,1064
79_aug00,249,771,834,1064
79_aug01,741,697,1237,1061
80,661,697,1239,1064
80_aug00,651,691,1218,1052
80_aug01,715,56,1219,432
81,736,694,1272,1063
81_aug00,701,774,1234,1064
81_aug01,693,727,1289,1030
82,823,687,1293,1060
82_aug00,227,649,666,984
82_aug01,831,672,1301,1064
83,277,367,704,799
83_aug00,703,300,1121,756
83_aug01,279,389,739,813
84,460,524,951,935
84_aug00,483,471,1003,949
84_aug01,379,47,895,528
85,847,700,1279,1064
85_aug00,868,674,1248,1042
85_aug01,152,738,611,1059
86,837,691,1272,1064
86_aug00,828,728,1277,1064
86_aug01,910,73,1286,450
87,820,684,1260,1064
87_aug00,804,690,1282,1045
87_aug01,269,713,728,1017
88,836,690,1264,1064
88_aug00,57,641,492,1057
88_aug01,707,41,1170,345
89,873,709,1290,1064
89_aug00,152,820,630,1064
89_aug01,67,29,480,418
90,988,712,1357,1064
90_aug00,54,628,394,1038
90_aug01,1022,5,1372,384
91,952,576,1355,1035
91_aug00,46,25,451,479
91_aug01,851,637,1263,1034
92,740,456,1344,1064
92_aug00,52,405,701,1025
92_aug01,101,431,712,1017
93,574,547,1361,1064
93_aug00,52,589,863,1064
93_aug01,99,42,896,571
94,531,830,1197,1063
94_aug00,621,766,1230,1045
94_aug01,693,783,1284,1064
95,704,643,1113,966
95_aug00,322,619,761,971
95_aug01,667,678,1062,993
96,602,859,1138,1064
96_aug00,257,863,828,1051
96_aug01,320,874,866,1064
97,345,671,965,1064
97_aug00,489,637,1059,1000
97_aug01,470,673,1041,1049
98,142,438,840,978
98_aug00,179,160,858,706
98_aug01,208,465,874,974
99,111,414,779,939
99_aug00,653,462,1388,1041
99_aug01,91,361,766,901
100,132,382,841,931
100_aug00,219,400,890,922
100_aug01,104,420,842,998
101,444,381,1207,968
101_aug00,459,360,1200,914
101_aug01,386,372,1189,997
102,1068,490,1311,867
102_aug00,1036,606,1294,929
102_aug01,1062,501,1305,884
104,1176,619,1273,780
104_aug00,139,643,235,805
104_aug01,1109,316,1198,467
106,712,657,1113,953
106_aug00,321,669,742,980
106_aug01,691,676,1072,961
117,646,630,1063,957
117_aug00,579,678,1013,1035
117_aug01,379,662,802,999
128,603,580,1038,938
128_aug00,580,565,1023,942
128_aug01,326,559,776,924
139,531,544,989,946
139_aug00,500,576,965,998
139_aug01,474,508,928,936
147,1200,302,1380,629
147_aug00,0,258,177,603
147_aug01,84,243,273,583
148,1165,236,1382,697
148_aug00,1196,262,1390,719
148_aug01,73,206,302,625
149,1156,198,1384,702
149_aug00,1082,145,1326,632
149_aug01,71,450,355,968
150,535,657,953,967
150_aug00,502,654,919,997
150_aug01,528,681,971,1001
151,1157,194,1401,720
151_aug00,0,58,282,602
151_aug01,1147,368,1382,875
152,1174,226,1405,769
152_aug00,0,176,270,728
152_aug01,1147,129,1415,703
153,1152,197,1423,734
153_aug00,73,317,308,807
153_aug01,1166,324,1415,831
154,1128,143,1420,709
154_aug00,1139,143,1426,736
154_aug01,42,195,325,781
155,1117,165,1424,651
155_aug00,1072,228,1353,666
155_aug01,1033,119,1377,593
156,1102,187,1424,737
156_aug00,1078,321,1361,851
156_aug01,27,211,329,705
157,1063,126,1418,677
157_aug00,1162,171,1440,771
157_aug01,999,506,1416,1040
158,1028,122,1408,691
158_aug00,1069,124,1432,697
158_aug01,991,404,1405,957
159,1055,108,1406,690
159_aug00,1026,150,1344,698
159_aug01,31,80,395,671
160,1082,155,1415,689
160_aug00,29,156,331,642
160_aug01,1109,208,1398,709
161,525,719,923,1003
161_aug00,527,63,945,348
161_aug01,574,693,964,989
162,1045,130,1400,690
162_aug00,985,65,1355,613
162_aug01,1004,263,1316,814
163,1050,83,1422,639
163_aug00,1011,130,1373,654
163_aug01,1013,411,1363,969
164,1055,78,1426,596
164_aug00,45,17,406,577
164_aug01,0,362,300,938
165,1081,78,1427,565
165_aug00,42,27,390,466
165_aug01,1075,199,1385,698
166,1089,103,1413,567
166_aug00,1113,171,1410,605
166_aug01,0,87,286,597
167,1098,150,1406,596
167_aug00,1110,173,1393,669
167_aug01,1025,135,1366,573
168,1107,152,1398,622
168_aug00,1192,130,1440,633
168_aug01,9,574,364,1045
169,1154,168,1402,615
169_aug00,66,269,277,692
169_aug01,1164,497,1403,914
170,1168,154,1406,583
170_aug00,1158,121,1414,577
170_aug01,1184,163,1414,632
171,1174,152,1409,544
171_aug00,5,145,250,559
171_aug01,35,7,304,421
172,521,745,877,1018
172_aug00,458,710,812,996
172_aug01,621,672,944,952
173,1199,168,1388,475
173_aug00,1153,210,1340,495
173_aug01,1093,68,1325,359
174,1214,176,1368,457
174_aug00,1256,101,1434,394
174_aug01,1215,270,1350,561
175,1300,154,1426,399
175_aug00,34,632,148,852
175_aug01,0,135,104,370
177,1217,175,1426,500
177_aug00,1172,265,1355,561
177_aug01,1256,631,1440,961
178,1200,175,1420,521
178_aug00,57,221,272,555
178_aug01,42,94,288,423
179,1219,126,1422,457
179_aug00,19,87,228,438
179_aug01,5,765,268,1064
180,1195,134,1418,435
180_aug00,63,677,325,973
180_aug01,1224,63,1440,356
181,1218,87,1359,290
181_aug00,1271,86,1412,297
181_aug01,43,91,185,305
182,1156,29,1278,177
182_aug00,255,38,368,114
182_aug01,162,32,294,182
183,518,744,883,1016
183_aug00,501,756,890,1047
183_aug01,511,762,886,1041
184,1149,0,1249,88
184_aug00,1074,967,1170,1049
184_aug01,215,112,291,205
185,1089,0,1232,111
185_aug00,1101,156,1220,277
185_aug01,987,7,1090,67
186,1069,0,1245,139
186_aug00,1082,53,1234,192
186_aug01,1138,0,1267,54
187,1107,15,1276,195
187_aug00,118,79,281,263
187_aug01,118,866,294,1047
188,1147,62,1330,277
188_aug00,38,128,213,367
188_aug01,1160,112,1339,319
189,1200,118,1357,314
189_aug00,79,199,216,422
189_aug01,9,159,163,374
190,1183,71,1358,328
190_aug00,1046,37,1242,250
190_aug01,1122,0,1323,210
191,1167,97,1366,356
191_aug00,0,90,184,362
191_aug01,1200,263,1340,526
192,1165,91,1366,342
192_aug00,1212,22,1440,281
192_aug01,1210,767,1436,1036
193,1160,93,1362,346
193_aug00,129,0,370,212
193_aug01,1149,142,1320,409
194,269,391,672,765
194_aug00,735,449,1182,844
194_aug01,295,346,683,709
195,520,744,876,1011
195_aug00,620,708,947,995
195_aug01,632,758,1001,1064
196,1179,104,1386,362
196_aug00,1169,91,1377,365
196_aug01,35,73,240,339
197,1186,96,1398,359
197_aug00,1106,128,1310,363
197_aug01,135,109,355,348
198,1193,85,1384,352
198_aug00,1270,76,1440,347
198_aug01,107,681,275,930
199,1167,71,1397,339
199_aug00,35,156,221,462
199_aug01,87,83,331,297
200,1208,71,1406,342
200_aug00,1252,105,1413,403
200_aug01,1195,109,1386,365
201,1221,82,1390,330
201_aug00,1265,745,1425,993
201_aug01,130,0,328,212
202,1210,101,1391,331
202_aug00,119,70,307,289
202_aug01,1180,46,1376,286
203,1210,76,1383,331
203_aug00,110,0,316,214
203_aug01,3,62,198,324
204,1197,57,1375,316
204_aug00,1212,775,1418,1024
204_aug01,102,29,301,214
205,1183,42,1377,321
205_aug00,0,827,163,1064
205_aug01,30,15,240,285
206,520,747,873,1010
206_aug00,520,780,870,1037
206_aug01,515,9,904,279
207,1192,67,1391,352
207_aug00,15,68,219,371
207_aug01,1266,148,1411,476
208,1176,76,1376,356
208_aug00,1164,697,1351,992
208_aug01,171,749,380,987
209,1164,72,1375,352
209_aug00,52,30,279,300
209_aug01,78,634,258,913
210,1128,40,1372,334
210_aug00,1096,51,1323,335
210_aug01,184,84,414,347
211,1093,22,1352,303
211_aug00,1011,0,1275,174
211_aug01,1104,50,1353,320
212,1095,10,1357,280
212_aug00,1000,31,1283,229
212_aug01,1103,67,1346,338
213,1055,1,1339,263
213_aug00,1123,727,1394,1048
213_aug01,171,818,443,1064
214,1003,1,1305,236
214_aug00,211,844,511,1019
214_aug01,1044,747,1319,1031
215,969,0,1275,184
215_aug00,910,0,1199,148
215_aug01,143,29,441,164
216,934,0,1225,130
216_aug00,150,37,435,145
216_aug01,241,36,517,111
217,524,751,880,1021
217_aug00,561,693,885,935
217_aug01,515,84,852,320
218,938,1,1190,75
218_aug00,351,38,585,87
218_aug01,332,1010,565,1046
219,964,0,1188,72
219_aug00,1022,16,1118,23
219_aug01,962,0,1147,34
220,941,0,1201,75
220_aug00,378,13,537,27
221,976,0,1181,69
221_aug00,1131,1016,1308,1064
221_aug01,352,19,540,67
222,960,0,1154,42
222_aug00,188,17,369,49
222_aug01,168,7,363,69
223,862,0,1150,67
223_aug00,866,45,1114,82
223_aug01,343,36,583,71
224,701,0,1201,218
224_aug00,643,48,1142,234
224_aug01,333,900,819,1064
225,685,0,1200,231
225_aug00,256,0,699,114
225_aug01,212,0,710,217
226,660,0,1183,240
226_aug00,355,15,853,195
226_aug01,142,31,642,321
227,668,0,1154,211
227_aug00,235,0,695,199
227_aug01,196,814,677,1055
228,518,720,883,1009
228_aug00,615,42,984,349
228_aug01,632,754,1013,1064
229,708,0,1156,163
229_aug00,675,898,1106,1060
229_aug01,408,44,819,160
230,715,0,1153,176
230_aug00,234,16,658,220
230_aug01,837,0,1260,217
231,710,0,1145,175
231_aug00,843,881,1266,1059
231_aug01,377,0,781,97
232,683,0,1135,179
232_aug00,731,38,1155,203
232_aug01,292,851,701,1036
233,676,0,1131,183
233_aug00,654,0,1086,165
233_aug01,308,0,729,182
234,589,0,1039,140
234_aug00,502,0,849,71
234_aug01,403,15,807,151
235,570,0,1013,130
235_aug00,645,10,1058,140
235_aug01,385,0,785,101
236,566,0,994,108
236_aug00,493,73,870,173
236_aug01,475,983,860,1064
237,568,0,958,97
237_aug00,623,44,985,148
237_aug01,481,88,816,183
238,313,0,843,169
238_aug00,201,0,738,135
238_aug01,690,0,1221,166
239,518,664,869,984
239_aug00,574,157,911,433
239_aug01,509,166,850,436
240,124,0,646,384
240_aug00,737,27,1285,355
240_aug01,140,25,714,341
241,78,0,585,490
241_aug00,868,80,1328,610
241_aug01,752,0,1324,394
242,68,36,554,698
242_aug00,73,28,543,665
242_aug01,942,97,1424,758
243,68,155,524,867
243_aug00,979,58,1440,834
243_aug01,911,44,1399,828
244,65,18,557,909
244_aug00,59,0,545,879
244_aug01,108,145,600,970
245,121,116,663,941
245_aug00,729,145,1235,887
245_aug01,746,239,1287,999
246,175,319,794,1064
246_aug00,155,260,762,1053
246_aug01,255,404,882,1036
247,232,454,818,1064
247_aug00,190,456,777,1053
247_aug01,524,465,1139,1050
248,276,359,843,1064
248_aug00,284,332,840,1056
248_aug01,622,0,1186,737
249,331,190,904,1000
249_aug00,477,197,1073,1043
249_aug01,620,232,1154,962
