frame_idx,x1,y1,x2,y2
0,443,101,598,228
0_aug00,385,103,537,230
0_aug01,359,88,510,212
1,268,65,583,362
1_aug00,361,384,647,655
1_aug01,371,110,660,382
2,397,10,590,135
2_aug00,339,26,551,142
2_aug01,399,562,596,696
4,418,10,656,152
4_aug00,472,2,708,170
4_aug01,518,51,734,214
5,410,10,645,175
5_aug00,390,16,652,168
5_aug01,446,48,660,218
6,378,11,568,182
6_aug00,391,0,588,172
6_aug01,318,13,502,187
7,355,205,582,413
7_aug00,392,207,625,428
7_aug01,351,239,557,428
8,367,11,575,170
8_aug00,386,39,583,191
8_aug01,316,27,512,184
9,58,28,193,208
9_aug00,692,0,844,125
9_aug01,716,0,858,165
10,209,29,398,216
10_aug00,150,521,347,719
10_aug01,554,0,747,191
11,197,51,388,234
11_aug00,245,67,427,236
11_aug01,220,30,425,226
12,140,106,290,261
12_aug00,630,128,784,285
12_aug01,583,91,726,240
13,217,155,320,265
13_aug00,621,441,724,551
13_aug01,669,415,775,531
14,324,264,536,454
14_aug00,385,260,595,450
14_aug01,414,286,624,475
15,376,201,694,462
15_aug00,370,162,722,453
15_aug01,212,199,535,468
16,366,135,726,435
16_aug00,209,126,582,445
16_aug01,370,133,711,417
17,341,130,665,407
17_aug00,242,103,593,397
17_aug01,297,165,617,429
18,367,125,697,402
18_aug00,349,126,709,424
18_aug01,385,155,710,411
20,359,139,638,393
20_aug00,315,172,577,424
20_aug01,300,156,574,402
21,383,41,567,199
21_aug00,388,30,567,183
21_aug01,342,30,530,194
22,447,29,629,175
22_aug00,272,47,442,193
22_aug01,440,562,639,720
23,435,120,631,294
23_aug00,341,126,550,304
23_aug01,292,73,506,255
24,419,85,644,290
24_aug00,251,135,452,322
24_aug01,301,102,529,311
25,405,102,628,300
25_aug00,266,118,473,309
25_aug01,348,74,571,270
26,390,82,625,301
26_aug00,417,114,629,310
26_aug01,362,407,577,603
27,374,79,621,306
27_aug00,397,121,623,332
27_aug01,328,433,603,682
28,379,65,623,289
28_aug00,350,423,580,631
28_aug01,400,81,642,303
29,366,69,614,285
29_aug00,334,48,598,275
29_aug01,343,103,574,301
30,385,73,482,155
30_aug00,394,524,482,598
30_aug01,442,69,548,158
31,366,66,621,303
31_aug00,358,81,593,295
31_aug01,371,422,616,647
32,373,30,636,287
32_aug00,325,32,594,289
32_aug01,327,457,582,702
33,382,36,646,285
33_aug00,360,13,646,278
33_aug01,381,411,629,653
34,366,56,629,316
34_aug00,309,59,564,307
34_aug01,262,61,526,335
35,336,69,608,338
35_aug00,326,64,618,344
35_aug01,338,97,609,366
36,339,53,621,321
36_aug00,285,45,590,331
36_aug01,356,47,652,334
37,340,41,632,327
37_aug00,388,41,695,351
37_aug01,321,94,592,355
38,334,47,608,312
38_aug00,330,421,614,702
38_aug01,349,431,632,700
39,306,74,620,385
39_aug00,328,353,655,670
39_aug01,337,117,630,401
40,298,96,613,403
40_aug00,305,316,640,654
40_aug01,285,89,584,385
41,393,174,546,296
41_aug00,456,197,595,311
41_aug01,417,411,581,545
42,293,101,589,400
42_aug00,330,338,643,654
42_aug01,325,117,655,435
43,303,90,600,393
43_aug00,338,309,653,632
43_aug01,367,102,650,391
44,291,83,576,371
44_aug00,367,85,637,358
44_aug01,326,102,585,366
45,284,21,625,377
45_aug00,280,312,651,695
45_aug01,310,320,641,663
