frame_idx,x1,y1,x2,y2
2,271,17,673,452
2_aug00,235,139,658,528
2_aug01,265,34,653,478
3,294,31,674,458
3_aug00,23,40,419,478
3_aug01,284,2,720,377
4,304,16,674,431
4_aug00,37,11,433,363
4_aug01,36,34,431,383
5,315,57,675,422
5_aug00,25,67,391,405
5_aug01,306,61,666,432
6,330,17,674,408
6_aug00,362,0,720,448
6_aug01,61,17,424,393
7,337,180,674,401
7_aug00,359,228,678,407
7_aug01,42,183,408,396
8,368,189,630,393
8_aug00,97,193,358,376
8_aug01,364,196,638,408
9,423,194,674,404
9_aug00,399,178,682,363
9_aug01,432,114,668,353
10,419,186,674,409
10_aug00,445,182,689,423
10_aug01,13,168,299,407
11,425,201,663,411
11_aug00,421,141,622,369
11_aug01,430,206,629,425
12,442,211,675,419
12_aug00,57,250,271,467
12_aug01,419,244,646,472
13,451,212,674,421
13_aug00,52,187,277,370
13_aug01,75,225,275,434
14,445,193,675,418
14_aug00,54,113,258,343
14_aug01,10,156,279,369
15,458,195,673,402
15_aug00,422,242,650,420
15_aug01,19,200,249,436
16,457,190,675,393
16_aug00,427,216,656,415
16_aug01,83,211,304,382
17,450,164,674,377
17_aug00,17,204,274,419
17_aug01,454,144,682,333
18,449,139,674,364
18_aug00,489,146,720,408
18_aug01,456,118,688,347
19,442,133,675,360
19_aug00,57,171,272,415
19_aug01,69,145,281,372
20,442,124,675,358
20_aug00,434,186,643,427
20_aug01,45,115,294,354
21,445,122,674,359
21_aug00,443,271,714,507
21_aug01,463,84,713,318
22,440,136,675,357
22_aug00,439,122,671,338
22_aug01,71,113,314,282
24,435,118,674,353
24_aug00,64,148,279,402
24_aug01,83,121,343,310
25,442,151,673,353
25_aug00,453,163,672,349
25_aug01,25,111,282,300
26,433,134,674,348
26_aug00,426,121,712,331
26_aug01,65,154,286,367
27,437,119,662,334
27_aug00,453,142,686,395
27_aug01,53,214,254,433
28,433,117,674,348
28_aug00,443,92,720,302
28_aug01,435,227,667,453
29,426,128,668,323
29_aug00,408,133,651,313
29_aug01,52,290,292,474
30,403,108,653,330
30_aug00,104,124,326,333
30_aug01,57,275,315,473
31,398,79,650,332
31_aug00,72,66,349,326
31_aug01,66,105,312,383
32,385,94,626,320
32_aug00,397,97,632,334
32_aug01,82,87,336,287
33,373,75,638,334
33_aug00,346,59,631,331
33_aug01,378,76,651,315
34,360,43,641,335
34_aug00,398,81,669,399
34_aug01,53,32,340,359
35,364,85,606,324
35_aug00,333,75,563,284
35_aug01,350,74,608,349
36,354,77,613,323
36_aug00,102,251,386,514
36_aug01,66,99,329,374
37,353,74,615,331
37_aug00,351,46,603,273
37_aug01,80,57,376,329
38,351,85,604,335
38_aug00,385,64,648,357
38_aug01,348,284,634,524
39,346,94,586,309
39_aug00,138,238,391,470
39_aug01,318,275,579,499
40,343,86,578,314
40_aug00,357,110,580,333
40_aug01,324,302,546,494
41,324,83,568,305
41_aug00,326,86,554,287
41_aug01,363,109,583,338
42,326,87,542,274
42_aug00,305,61,545,240
42_aug01,342,76,565,298
43,321,71,504,257
43_aug00,327,91,510,273
43_aug01,335,51,515,254
44,306,49,539,268
44_aug00,174,43,429,263
44_aug01,181,301,432,525
45,295,53,511,252
45_aug00,174,57,398,287
45_aug01,311,64,510,250
46,297,53,491,254
46_aug00,284,21,504,218
46_aug01,291,56,481,259
47,289,56,491,252
47_aug00,261,334,466,509
47_aug01,285,82,475,276
48,285,65,471,246
48_aug00,322,69,512,274
48_aug01,228,336,394,516
49,287,76,451,230
49_aug00,257,99,394,263
49_aug01,280,44,452,204
50,285,49,457,220
50_aug00,266,49,453,209
50_aug01,266,61,438,205
51,280,41,455,207
51_aug00,270,68,423,225
51_aug01,317,48,476,238
52,289,28,433,183
52_aug00,244,37,391,186
52_aug01,279,371,421,511
53,293,44,444,190
53_aug00,272,20,447,164
53_aug01,283,71,416,215
54,289,30,438,182
54_aug00,249,40,397,177
54_aug01,263,36,421,195
55,269,31,429,172
55_aug00,225,376,377,542
55_aug01,244,73,407,194
56,280,32,423,172
56_aug00,250,8,400,156
56_aug01,286,34,422,173
57,283,48,434,182
57_aug00,326,80,484,199
57_aug01,294,48,447,184
58,291,53,399,169
58_aug00,279,434,395,571
58_aug01,311,39,415,154
59,277,51,399,179
59_aug00,288,60,401,167
59_aug01,307,54,432,185
60,271,67,374,187
60_aug00,207,83,322,191
60_aug01,304,37,405,165
61,269,61,372,195
61_aug00,283,56,377,201
61_aug01,275,95,376,217
62,258,74,364,196
62_aug00,254,85,368,196
62_aug01,345,65,448,208
63,258,86,354,207
63_aug00,397,99,510,212
63_aug01,214,106,330,224
64,257,91,372,221
64_aug00,348,116,466,226
64_aug01,315,103,404,239
65,252,92,355,215
65_aug00,342,77,440,222
65_aug01,360,353,452,470
66,254,92,344,210
66_aug00,206,346,317,456
66_aug01,342,348,421,477
67,247,99,367,225
67_aug00,369,104,486,230
67_aug01,185,133,333,244
68,248,96,354,223
68_aug00,387,88,501,229
68_aug01,225,99,344,206
69,251,105,348,221
69_aug00,285,132,375,240
69_aug01,235,356,332,454
70,247,104,353,222
70_aug00,389,130,488,243
70_aug01,376,124,492,235
71,253,111,353,228
71_aug00,245,93,351,208
71_aug01,375,118,489,234
72,254,114,347,223
72_aug00,260,148,360,245
72_aug01,292,121,373,240
73,253,112,357,231
73_aug00,400,143,517,242
73_aug01,377,95,504,213
74,251,113,351,231
74_aug00,395,123,504,224
74_aug01,242,126,367,241
75,258,122,347,225
75_aug00,347,102,440,210
75_aug01,310,109,380,216
76,260,120,351,229
76_aug00,407,148,515,249
76_aug01,378,126,456,238
77,262,124,355,234
77_aug00,335,108,414,221
77_aug01,349,115,440,238
78,259,131,341,228
78_aug00,255,157,341,249
78_aug01,263,167,353,250
79,264,135,342,227
79_aug00,262,125,333,236
79_aug01,420,138,518,222
80,249,125,356,243
80_aug00,217,117,350,232
80_aug01,279,315,380,433
81,261,131,354,239
81_aug00,254,340,353,424
81_aug01,271,349,372,449
82,256,126,354,238
82_aug00,364,144,472,258
82_aug01,241,318,347,439
83,256,118,340,218
83_aug00,265,126,345,233
83_aug01,265,102,339,206
85,252,80,329,170
85_aug00,275,64,354,158
85_aug01,235,60,315,151
86,258,74,343,170
86_aug00,285,86,360,174
86_aug01,410,92,496,177
87,207,58,271,150
87_aug00,247,442,304,529
87_aug01,161,72,232,169
88,264,66,333,143
88_aug00,305,61,368,140
88_aug01,284,13,343,106
89,261,51,336,133
89_aug00,427,101,507,168
89_aug01,262,39,336,130
90,255,33,337,120
90_aug00,365,68,442,144
90_aug01,428,64,523,144
91,258,33,329,107
91_aug00,197,72,274,136
91_aug01,264,20,333,101
92,260,29,317,94
92_aug00,425,61,488,121
92_aug01,263,67,314,127
93,246,15,324,98
93_aug00,269,0,337,76
93_aug01,466,17,561,94
94,246,19,315,89
94_aug00,252,35,322,102
94_aug01,283,18,348,84
95,240,14,310,80
95_aug00,260,10,317,78
95_aug01,360,0,414,53
97,229,14,295,58
97_aug00,446,2,516,48
97_aug01,188,22,260,71
98,219,15,276,56
98_aug00,395,0,440,13
98_aug01,509,18,575,62
99,219,13,273,56
99_aug00,394,9,447,39
99_aug01,416,0,469,41
100,207,15,271,56
100_aug00,175,509,242,553
100_aug01,218,39,283,81
101,211,14,258,47
101_aug00,448,45,493,75
102,210,14,264,47
102_aug00,501,7,561,42
102_aug01,206,519,262,553
103,208,14,270,48
103_aug00,486,31,548,64
103_aug01,263,538,321,557
104,207,14,258,48
104_aug00,234,14,281,45
104_aug01,197,10,252,44
105,202,13,246,49
105_aug00,214,2,254,37
105_aug01,512,0,559,22
106,202,14,266,47
106_aug00,479,33,543,67
106_aug01,436,32,495,68
107,202,14,257,50
107_aug00,230,5,283,43
107_aug01,490,27,553,66
108,202,14,264,49
108_aug00,473,482,536,522
108_aug01,193,44,253,81
109,201,14,253,49
109_aug00,439,16,490,50
109_aug01,166,73,215,107
110,196,14,251,51
110_aug00,130,11,194,51
110_aug01,253,497,298,530
111,192,16,252,52
111_aug00,504,19,568,57
111_aug01,152,0,218,35
112,193,15,258,53
112_aug00,476,17,535,51
112_aug01,180,14,247,53
113,193,14,252,53
113_aug00,538,11,607,52
113_aug01,508,56,568,92
