frame_idx,x1,y1,x2,y2
3,605,6,924,339
3_aug00,0,35,282,384
3_aug01,634,14,930,343
15,175,254,283,407
15_aug00,168,231,275,378
15_aug01,191,234,310,401
17,361,618,614,715
17_aug00,259,0,510,102
17_aug01,340,613,571,715
20,215,602,596,717
20_aug00,166,581,569,693
20_aug01,208,583,587,715
21,57,433,598,715
21_aug00,338,427,872,720
21_aug01,326,426,873,701
22,165,481,659,715
22_aug00,324,465,775,701
22_aug01,280,464,750,681
23,217,439,735,715
23_aug00,203,426,734,716
23_aug01,255,446,775,720
24,239,417,749,716
24_aug00,197,21,648,320
24_aug01,214,403,720,704
25,301,386,813,715
25_aug00,146,376,648,713
25_aug01,75,402,642,720
26,333,403,665,697
26_aug00,375,373,685,631
26_aug01,308,387,646,699
27,351,369,881,713
27_aug00,36,330,526,644
27_aug01,362,322,868,648
28,359,314,900,710
28_aug00,397,290,929,674
28_aug01,77,14,620,410
29,389,346,766,673
29_aug00,399,324,791,689
29_aug01,411,356,798,688
31,484,125,712,508
31_aug00,494,124,686,479
31_aug01,437,116,711,468
32,499,113,713,416
32_aug00,239,152,486,395
32_aug01,487,126,691,449
33,515,164,731,516
33_aug00,171,122,443,442
33_aug01,185,170,415,558
34,628,355,760,512
34_aug00,613,360,747,519
34_aug01,102,346,250,515
35,547,250,742,512
35_aug00,591,241,770,538
35_aug01,583,146,750,437
36,660,335,736,466
36_aug00,663,356,738,499
36_aug01,698,308,795,439
37,680,324,804,438
37_aug00,654,294,770,400
37_aug01,648,331,774,453
38,666,319,846,493
38_aug00,653,323,828,502
38_aug01,69,283,266,467
39,719,319,845,520
39_aug00,23,269,178,457
39_aug01,89,309,202,491
40,660,331,825,523
40_aug00,78,272,273,438
40_aug01,75,347,236,547
42,683,314,835,514
42_aug00,179,180,300,379
42_aug01,695,320,825,526
43,683,317,819,513
43_aug00,81,328,217,551
43_aug01,134,369,262,574
44,626,258,865,535
44_aug00,669,294,906,593
44_aug01,67,256,333,504
45,600,248,815,475
45_aug00,595,249,823,449
45_aug01,120,276,343,543
46,415,183,825,509
46_aug00,138,175,525,573
46_aug01,170,190,523,534
47,217,13,917,708
47_aug00,199,2,895,688
47_aug01,22,34,706,720
48,257,5,922,714
48_aug00,265,6,907,670
48_aug01,251,2,930,720
49,174,30,513,442
49_aug00,150,294,539,655
49_aug01,199,55,476,450
