frame_idx,x1,y1,x2,y2
0,900,418,1271,765
0_aug00,903,382,1276,736
0_aug01,841,465,1194,795
1,787,387,1260,859
1_aug00,80,262,560,780
1_aug01,791,343,1234,801
2,921,390,1257,670
2_aug00,73,291,417,576
2_aug01,864,437,1186,705
3,922,395,1253,672
3_aug00,900,421,1226,694
3_aug01,874,409,1200,680
4,924,395,1251,681
4_aug00,118,307,466,623
4_aug01,128,391,472,697
5,922,390,1245,651
5_aug00,114,418,446,689
5_aug01,918,440,1258,725
6,926,384,1244,650
6_aug00,218,371,515,620
6_aug01,933,371,1277,659
7,926,380,1251,649
7_aug00,60,344,391,614
7_aug01,106,361,411,609
8,939,382,1247,647
8_aug00,913,406,1195,654
8_aug01,200,341,481,573
9,904,381,1249,780
9_aug00,43,415,426,848
9_aug01,879,327,1211,724
10,942,393,1236,659
10_aug00,150,427,416,666
10_aug01,156,358,454,624
11,744,394,1079,677
11_aug00,744,397,1103,722
11_aug01,778,354,1107,653
12,697,430,1062,683
12_aug00,737,403,1079,640
12_aug01,318,436,655,681
13,692,504,1025,733
13_aug00,382,365,714,597
13_aug01,768,433,1107,671
14,644,523,1010,849
14_aug00,617,491,993,865
14_aug01,661,586,1012,877
15,703,524,1017,750
15_aug00,714,524,1044,773
15_aug01,377,591,700,816
16,710,524,1016,749
16_aug00,294,304,619,549
16_aug01,396,483,689,708
17,644,515,1014,835
17_aug00,659,235,1021,523
17_aug01,672,550,1085,884
18,663,451,987,698
18_aug00,661,454,999,725
18_aug01,330,474,677,742
19,656,422,1010,698
19_aug00,689,378,1043,671
19_aug01,324,444,700,741
20,601,401,1068,834
20_aug00,283,462,756,855
20_aug01,552,382,1045,826
21,690,393,1089,715
21_aug00,656,342,1097,706
21_aug01,649,403,1021,707
22,699,380,1107,711
22_aug00,244,371,672,727
22_aug01,727,311,1122,638
23,637,377,1136,828
23_aug00,247,396,747,827
23_aug01,297,419,793,829
24,719,369,1140,726
24_aug00,218,396,620,735
24_aug01,664,389,1093,750
25,724,388,1123,726
25_aug00,309,445,704,799
25_aug01,694,355,1068,670
26,611,415,1138,866
26_aug00,207,457,742,910
26_aug01,321,485,843,877
27,710,421,1132,775
27_aug00,213,398,649,761
27_aug01,711,486,1112,821
28,684,386,1174,797
28_aug00,665,393,1168,817
28_aug01,695,446,1174,851
29,698,378,1134,758
29_aug00,274,338,727,733
29_aug01,709,303,1149,686
30,680,374,1111,736
30_aug00,264,392,685,747
30_aug01,681,374,1154,775
31,652,350,1092,740
31_aug00,263,347,696,719
31_aug01,259,290,684,683
32,658,392,1038,746
32_aug00,387,450,778,799
32_aug01,379,337,777,697
33,659,369,1093,763
33_aug00,199,294,677,726
33_aug01,707,280,1154,686
34,579,322,1053,728
34_aug00,573,337,1089,778
34_aug01,560,360,1014,749
35,579,322,1053,728
35_aug00,547,269,1063,717
35_aug01,299,342,774,752
36,565,307,1046,715
36_aug00,361,327,863,759
36_aug01,325,311,814,733
37,560,293,1038,714
37_aug00,307,342,767,752
37_aug01,583,306,1055,726
38,527,255,1042,698
38_aug00,514,259,996,687
38_aug01,286,264,834,739
39,522,253,1028,680
39_aug00,547,371,1037,785
39_aug01,383,349,893,781
40,518,239,1030,676
40_aug00,517,237,1054,718
40_aug01,325,260,855,708
41,507,223,1033,679
41_aug00,518,249,1050,694
41_aug01,419,193,905,633
42,503,210,1037,658
42_aug00,340,213,872,660
42_aug01,274,248,829,716
43,499,218,1035,662
43_aug00,490,252,969,678
43_aug01,480,219,991,656
44,445,160,1038,644
44_aug00,422,175,1046,684
44_aug01,406,156,950,607
48,874,958,1162,1077
48_aug00,185,852,444,1007
48_aug01,355,983,625,1053
49,837,881,1294,1080
49_aug00,955,32,1380,304
49_aug01,13,773,442,1041
50,748,571,1211,977
50_aug00,213,515,620,905
50_aug01,750,629,1242,1034
51,770,512,1200,917
51_aug00,776,123,1214,546
51_aug01,736,557,1187,938
52,703,480,1221,1079
52_aug00,174,421,649,1020
52_aug01,83,0,628,586
53,811,464,1240,877
53_aug00,815,461,1283,909
53_aug01,815,192,1226,595
54,818,451,1254,864
54_aug00,841,480,1249,854
54_aug01,169,426,605,836
55,733,423,1270,1080
55_aug00,664,494,1243,1080
55_aug01,37,348,565,1080
56,834,409,1282,840
56_aug00,46,458,551,906
56_aug01,111,426,580,857
57,849,413,1288,834
57_aug00,47,291,493,738
57_aug01,827,244,1250,637
58,737,404,1302,1066
58_aug00,724,56,1261,661
58_aug01,32,442,701,1038
59,874,401,1312,825
59_aug00,69,448,504,852
59_aug01,106,349,495,745
60,901,419,1325,832
60_aug00,942,461,1380,895
60_aug01,877,239,1287,644
61,795,418,1319,1074
61_aug00,856,338,1291,966
61_aug01,736,447,1233,1014
62,900,421,1309,816
62_aug00,964,341,1380,757
62_aug01,3,337,415,743
