frame_idx,x1,y1,x2,y2
3,15,173,488,715
3_aug00,6,10,497,546
3_aug01,0,208,491,720
5,184,256,640,714
5_aug00,258,273,769,720
5_aug01,163,231,660,706
6,143,201,656,715
6_aug00,136,191,586,685
6_aug01,127,229,641,720
7,140,23,732,603
7_aug00,109,0,721,574
7_aug01,243,116,802,663
8,382,15,695,236
8_aug00,337,1,673,219
8_aug01,244,47,543,272
9,112,54,716,636
9_aug00,97,40,694,616
9_aug01,182,41,797,634
10,43,74,761,658
10_aug00,76,41,791,654
10_aug01,79,76,754,614
11,158,214,847,713
11_aug00,191,214,930,720
11_aug01,168,0,861,494
12,226,21,860,713
12_aug00,205,0,781,683
12_aug01,93,75,741,711
14,226,53,872,714
14_aug00,117,8,726,713
14_aug01,136,47,718,720
15,259,84,865,715
15_aug00,94,134,673,707
15_aug01,297,64,810,677
16,268,88,869,714
16_aug00,22,0,656,630
16_aug01,71,100,682,720
17,272,103,858,715
17_aug00,302,64,883,720
17_aug01,246,92,822,720
18,234,231,791,715
18_aug00,121,220,687,681
18_aug01,253,184,627,708
19,256,266,772,716
19_aug00,217,292,727,720
19_aug01,274,214,644,701
20,270,274,752,715
20_aug00,264,315,856,720
20_aug01,284,249,672,672
21,290,292,739,715
21_aug00,234,266,635,690
21_aug01,284,4,681,401
22,297,308,755,714
22_aug00,106,344,637,720
22_aug01,291,281,738,693
23,244,311,712,715
23_aug00,203,262,426,702
23_aug01,168,0,696,364
25,281,259,772,717
25_aug00,118,300,622,720
25_aug01,108,291,617,720
26,282,263,722,715
26_aug00,182,292,615,720
26_aug01,164,280,638,720
27,277,270,693,717
27_aug00,272,0,679,447
27_aug01,265,249,677,697
28,366,39,798,714
28_aug00,343,66,766,700
28_aug01,325,22,804,720
29,360,578,877,713
29_aug00,48,17,595,145
29_aug01,363,555,848,687
55,16,30,472,714
55_aug00,23,98,450,697
55_aug01,470,49,907,702
